step,action0,action1,action2,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,
505,0.0307564,0.0620147,0.869173,1.5644,-0.129496,-0.0533888,-0.58124,-0.0993222,2.04363,0.418486,-0.16748,-0.261934,0.090439,10,
506,0.0318647,0.0805227,0.897725,1.5673,-0.130643,-0.0553146,-0.580221,0.0171645,2.05565,0.306622,-0.122136,-0.218969,0.165331,10,
507,0.03277,0.103613,0.924848,1.56931,-0.131455,-0.0568877,-0.578488,0.142944,2.06694,0.196724,-0.0843298,-0.173757,0.268889,10,
508,0.0334634,0.131258,0.948711,1.57046,-0.131999,-0.0580929,-0.575789,0.278249,2.07775,0.0912716,-0.0555484,-0.126975,0.406399,10,
509,0.0339398,0.162881,0.967825,1.57079,-0.132352,-0.0589209,-0.571835,0.423289,2.08853,-0.00651237,-0.0370643,-0.0795036,0.582416,10,
510,0.0341986,0.197086,0.981565,1.57039,-0.132599,-0.0593706,-0.566305,0.578233,2.09997,-0.0926858,-0.0295482,-0.0325077,0.799727,10,
511,0.034245,0.231407,0.990346,1.56936,-0.13283,-0.0594514,-0.55887,0.743201,2.11308,-0.162753,-0.032553,0.0125028,1.05794,10,
512,0.0340219,0.0424997,0.997392,1.56868,-0.13273,-0.0590634,-0.548358,0.878668,2.03731,0.028637,0.0964358,0.0867419,1.6044,10,
513,0.0334477,-0.0954752,0.998685,1.56935,-0.13148,-0.0580656,-0.53458,0.931217,1.9776,0.117921,0.216103,0.158977,1.82077,3.1531,
514,0.0325457,-0.119451,0.998871,1.57029,-0.129593,-0.056498,-0.520196,0.939375,1.93669,0.106701,0.251211,0.231229,1.76464,-0.637539,
515,0.0313265,-0.0932876,0.998847,1.57093,-0.127575,-0.0543794,-0.5066,0.926706,1.91079,0.0485558,0.250234,0.297549,1.62863,-2.27118,
516,0.0298232,-0.0540836,0.998814,1.57102,-0.125584,-0.0517674,-0.494064,0.906056,1.89719,-0.0305667,0.245538,0.354943,1.50246,-2.75835,
517,0.0280768,-0.0184412,0.998844,1.57043,-0.123596,-0.0487336,-0.482383,0.884065,1.89274,-0.118161,0.250674,0.403231,1.41647,-2.67755,
518,0.0261265,0.00864401,0.99894,1.56912,-0.12152,-0.045346,-0.471222,0.863859,1.89442,-0.208273,0.268112,0.443513,1.37304,-2.35036,
519,0.0240059,0.0274793,0.999077,1.5671,-0.119265,-0.0416631,-0.460272,0.846652,1.8998,-0.2982,0.295651,0.477129,1.36451,-1.94802,
520,0.021743,0.0400823,0.999224,1.56436,-0.116762,-0.0377338,-0.449287,0.83266,1.90714,-0.38686,0.329994,0.505177,1.3817,-1.55562,
521,0.0193617,0.0485719,0.999364,1.56091,-0.11397,-0.0335996,-0.438093,0.821634,1.91537,-0.473965,0.368238,0.528393,1.4171,-1.21032,
522,0.0168833,0.0546306,0.999486,1.55678,-0.110864,-0.0292973,-0.426563,0.813138,1.92386,-0.559593,0.408275,0.547196,1.46541,-0.923688,
523,0.0143276,0.0594297,0.99959,1.55196,-0.107436,-0.0248615,-0.414609,0.806701,1.93231,-0.643972,0.448748,0.561784,1.52335,-0.69456,
524,0.011714,0.063716,0.999675,1.54648,-0.103686,-0.0203256,-0.40216,0.801889,1.94063,-0.727371,0.48887,0.57221,1.58902,-0.51616,
525,0.00906171,0.0679271,0.999744,1.54033,-0.0996173,-0.0157231,-0.389158,0.79833,1.94882,-0.810052,0.528249,0.578459,1.66152,-0.379934,
526,0.00639016,0.072294,0.9998,1.53352,-0.0952374,-0.0110874,-0.375551,0.79572,1.95693,-0.89225,0.566742,0.580487,1.7405,-0.277458,
527,0.00371894,0.0769169,0.999844,1.52605,-0.0905531,-0.00645256,-0.361285,0.793821,1.96506,-0.974171,0.604351,0.578254,1.82597,-0.201279,
528,0.00106782,0.0818178,0.99988,1.51793,-0.085571,-0.00185271,-0.346308,0.792447,1.97329,-1.05599,0.641164,0.571741,1.91808,-0.145193,
529,-0.00127538,0.215764,0.999866,1.50915,-0.0806724,0.00221284,-0.330533,0.791458,1.97237,-1.13972,0.51177,0.355795,2.03257,-0.10419,
530,-0.00229414,0.299934,0.999893,1.49972,-0.0769505,0.00398043,-0.313074,0.790749,1.98553,-1.21785,0.439946,0.112541,2.32991,-0.0746471,
531,-0.00249756,0.274383,0.999947,1.48968,-0.0731753,0.00433337,-0.292825,0.790241,2.01371,-1.29313,0.515834,-0.00930076,2.73076,-0.0534191,
532,-0.0023122,0.22005,0.999976,1.47902,-0.0686149,0.00401177,-0.269539,0.789878,2.04178,-1.37173,0.630756,-0.0629396,3.08997,-0.0380708,
533,-0.00196118,0.173977,0.999989,1.46772,-0.0631539,0.00340273,-0.243692,0.789621,2.06463,-1.45496,0.734743,-0.0888515,3.37154,-0.0269816,
534,-0.00150655,0.146219,0.999994,1.45573,-0.0569525,0.00261393,-0.215851,0.789438,2.08231,-1.54212,0.815529,-0.1083,3.58843,-0.0190159,
535,-0.000971548,0.130051,0.999997,1.44303,-0.0501616,0.00168567,-0.186433,0.78931,2.09685,-1.63213,0.882092,-0.123726,3.76584,-0.0133428,
536,-0.000371857,0.120846,0.999999,1.42961,-0.0428714,0.000645186,-0.15569,0.789221,2.10956,-1.72439,0.940343,-0.136368,3.91967,-0.00933126,
537,0.000281362,0.115798,0.999999,1.41544,-0.0351342,-0.000488174,-0.123773,0.789158,2.12124,-1.81855,0.99382,-0.14695,4.05942,-0.00651142,
538,0.00097958,0.113243,1,1.40051,-0.0269798,-0.00169961,-0.0907712,0.789114,2.13234,-1.91446,1.04461,-0.155892,4.19075,-0.00453895,
539,0.00171578,0.112215,1,1.3848,-0.0184249,-0.00297695,-0.0567392,0.789084,2.14315,-2.01205,1.09395,-0.163432,4.31698,-0.00316489,
540,0.00248383,0.112157,1,1.36831,-0.00947817,-0.00430956,-0.0217098,0.789062,2.15384,-2.11129,1.14254,-0.169711,4.4401,-0.00221103,
541,0.00314825,0.494785,1,1.35105,-0.00118988,-0.00546236,0.0114974,0.789052,2.04441,-2.19643,0.639341,-0.0560632,3.08523,0.000788872,
542,0.00298994,0.818205,0.999985,1.33322,0.000670567,-0.00518769,0.027432,0.789068,1.88386,-2.25954,-0.0959231,0.107663,1.10818,0.00248956,
543,0.00227922,0.901035,0.999833,1.31487,-0.0017452,-0.00395455,0.0318549,0.789086,1.80313,-2.32873,-0.464274,0.191066,0.114803,0.00179416,
544,0.00162808,0.754513,0.99861,1.2967,-0.0047833,-0.00282478,0.0306318,0.78857,2.06838,-2.05639,0.00118223,-0.023795,-0.366828,-0.203689,
545,0.00248205,0.207205,0.99345,1.28235,-0.0018673,-0.00430646,0.0267953,0.786932,2.43748,-1.54337,0.666862,-0.323368,-0.551839,-0.157647,
546,0.00437235,-0.216532,0.976262,1.27179,0.00466769,-0.00758627,0.0211993,0.786065,2.65331,-1.11009,0.942026,-0.485283,-0.810353,-0.0652342,
547,0.00673603,-0.320397,0.868132,1.26436,0.0119427,-0.0116875,0.0121109,0.785841,2.74796,-0.761895,0.864732,-0.533824,-1.43966,0.00564998,
548,0.00920843,-0.306956,0.426873,1.25937,0.0181408,-0.0159777,-0.00207984,0.786031,2.79229,-0.499189,0.679598,-0.535015,-2.09349,0.0364479,
549,0.0116362,-0.248777,-0.295736,1.25615,0.0228067,-0.0201905,-0.0211105,0.786239,2.81446,-0.319457,0.485463,-0.515989,-2.65445,0.0176991,
550,0.0139177,-0.162194,-0.685575,1.25403,0.0259865,-0.0241501,-0.0438363,0.783923,2.80408,-0.224731,0.309784,-0.472224,-3.0192,-0.579082,
551,0.0159613,-0.0704807,-0.810964,1.25234,0.0279403,-0.0276969,-0.0686228,0.77512,2.7706,-0.209036,0.180059,-0.412935,-3.17003,-1.60521,
552,0.0177307,-0.00619163,-0.84595,1.25052,0.0291315,-0.0307683,-0.0939465,0.757703,2.73577,-0.251941,0.122888,-0.355467,-3.16078,-2.74322,
553,0.0192605,0.0143419,-0.854519,1.24827,0.0301342,-0.0334239,-0.118891,0.731004,2.71482,-0.312476,0.132126,-0.309832,-3.07919,-3.93339,
554,0.0205979,0.00974496,-0.857646,1.24551,0.0313604,-0.0357458,-0.143155,0.694693,2.70383,-0.379614,0.176879,-0.271456,-2.98916,-5.14465,
555,0.0217566,0.00596159,-0.858791,1.2422,0.032952,-0.0377575,-0.166746,0.648689,2.69311,-0.445847,0.219595,-0.231276,-2.90838,-6.35495,
556,0.0227223,0.00820632,-0.856658,1.23838,0.0348469,-0.0394343,-0.189705,0.59303,2.68073,-0.509043,0.252463,-0.187708,-2.83092,-7.55844,
557,0.0234813,0.0156131,-0.849408,1.23406,0.036972,-0.0407522,-0.212023,0.527787,2.66712,-0.569614,0.276921,-0.141479,-2.74815,-8.75102,
558,0.0240227,0.0276278,-0.834706,1.22927,0.0392646,-0.0416924,-0.233629,0.453075,2.65264,-0.628245,0.294159,-0.0932734,-2.65277,-9.92599,
559,0.0243393,0.043733,-0.809035,1.22401,0.0416718,-0.0422421,-0.254396,0.369073,2.63764,-0.685947,0.305493,-0.0437972,-2.53844,-10,
560,0.0244268,0.0632444,-0.766798,1.2183,0.0441528,-0.0423941,-0.274152,0.276063,2.6225,-0.744101,0.31265,0.00616186,-2.39988,-10,
561,0.0242294,-0.211436,-0.447025,1.2129,0.0468988,-0.0420514,-0.292071,0.177007,2.5444,-0.373903,0.43789,0.10693,-1.90342,-10,
562,0.0233637,-0.576839,-0.030792,1.21291,0.0508832,-0.0405479,-0.305846,0.0903405,2.40565,0.351756,0.556149,0.262537,-1.57195,-9.91545,
563,0.0217793,-0.678612,-0.255464,1.21791,0.0549395,-0.0377968,-0.31979,0.0190647,2.271,0.871941,0.45107,0.421085,-1.93765,-7.99414,
564,0.019468,-0.687552,-0.609403,1.22658,0.0576894,-0.0337842,-0.33756,-0.0398908,2.13632,1.27206,0.227542,0.579863,-2.51995,-6.81509,
565,0.0164247,-0.63845,-0.831079,1.23811,0.0583242,-0.0285013,-0.360151,-0.0926669,1.99605,1.59377,-0.0783404,0.740078,-3.13634,-6.42976,
566,0.0126562,-0.534327,-0.926143,1.25192,0.0563286,-0.0219608,-0.387469,-0.144581,1.85423,1.84619,-0.429791,0.895102,-3.69775,-6.58618,
567,0.00820701,-0.378825,-0.96104,1.26748,0.0515011,-0.01424,-0.418775,-0.199094,1.71835,2.03148,-0.785445,1.03565,-4.13037,-7.07069,
568,0.00316265,-0.194039,-0.971263,1.28427,0.0439633,-0.00548735,-0.452752,-0.258376,1.59574,2.1547,-1.10614,1.15329,-4.3642,-7.77236,
569,-0.00190688,0.255051,-0.984698,1.30182,0.0334486,0.00330852,-0.487568,-0.323901,1.46818,2.22082,-1.7117,0.825031,-4.31709,-8.61996,
570,-0.00434214,0.573492,-0.982538,1.31975,0.0175847,0.00753385,-0.519545,-0.396862,1.39361,2.25544,-2.20864,0.288504,-3.68462,-9.63553,
571,-0.00496498,0.614419,-0.930692,1.33788,-0.000464441,0.00861455,-0.545031,-0.478456,1.38355,2.27319,-2.2766,0.0144431,-2.693,-10,
572,-0.00470151,0.576418,-0.655513,1.35608,-0.018359,0.00815739,-0.562545,-0.569126,1.39314,2.27495,-2.18043,-0.110654,-1.69065,-10,
573,-0.0040618,0.487052,0.0630125,1.37418,-0.0350557,0.00704743,-0.572523,-0.667465,1.423,2.24964,-1.98593,-0.161509,-0.808454,-10,
574,-0.00317397,0.369037,0.596373,1.39188,-0.0499607,0.00550698,-0.576355,-0.768427,1.48229,2.17643,-1.73952,-0.223742,-0.150908,-10,
575,-0.00185037,0.143548,0.659965,1.4087,-0.0623267,0.00321047,-0.576576,-0.845939,1.64248,2.02236,-1.32365,-0.362254,0.0569032,-6.07244,
576,2.57607e-05,0.0296255,0.624826,1.42434,-0.071908,-4.46959e-05,-0.57626,-0.874616,1.74224,1.8949,-1.08921,-0.444515,0.0434721,-1.59616,
577,0.0021581,0.0115586,0.588459,1.43906,-0.080196,-0.00374439,-0.576203,-0.877538,1.78619,1.79027,-0.992768,-0.476324,-0.0166657,0.585482,
578,0.00437823,0.0254468,0.584667,1.45301,-0.0879352,-0.00759647,-0.576472,-0.868484,1.80627,1.69864,-0.945344,-0.485319,-0.0463364,1.58523,
579,0.00662767,0.0343021,0.599313,1.46625,-0.0952912,-0.0114995,-0.576861,-0.852416,1.82538,1.60983,-0.893736,-0.490383,-0.050596,2.43055,
580,0.00889515,0.0367746,0.621594,1.47877,-0.102204,-0.015434,-0.577238,-0.829529,1.84583,1.5211,-0.834657,-0.493168,-0.0433705,3.29019,
581,0.0111683,0.0357475,0.646067,1.49058,-0.108627,-0.0193786,-0.577545,-0.799661,1.86687,1.43144,-0.771203,-0.492876,-0.0330721,4.17554,
582,0.0134316,0.0331069,0.670173,1.50167,-0.114533,-0.0233064,-0.577774,-0.762595,1.88797,1.34015,-0.705376,-0.488961,-0.0239158,5.08966,
583,0.0156675,0.0301076,0.693068,1.51202,-0.119907,-0.0271871,-0.577942,-0.718105,1.90874,1.24672,-0.638478,-0.481071,-0.0174366,6.03165,
584,0.0178573,0.0276139,0.714845,1.52161,-0.124745,-0.0309881,-0.578067,-0.665975,1.92891,1.15079,-0.571393,-0.469,-0.013446,6.99927,
585,0.0199815,0.0262625,0.736051,1.53042,-0.129047,-0.0346756,-0.578166,-0.606011,1.94831,1.05211,-0.504771,-0.452653,-0.0106152,7.99035,
586,0.0220203,0.0265695,0.757411,1.53844,-0.13282,-0.0382153,-0.578239,-0.53803,1.9668,0.950535,-0.439175,-0.432026,-0.00681287,9.00345,
587,0.0239542,0.0290012,0.779652,1.54562,-0.136073,-0.0415733,-0.578267,-0.461856,1.98431,0.846057,-0.375173,-0.407195,0.000715413,10,
588,0.0257642,0.0340171,0.803353,1.55196,-0.138822,-0.0447167,-0.578207,-0.377316,2.00079,0.738815,-0.313414,-0.378297,0.0152675,10,
589,0.0274321,0.0420922,0.828806,1.55744,-0.141088,-0.0476136,-0.577987,-0.284223,2.01623,0.629153,-0.254684,-0.34554,0.0406609,10,
590,0.0289407,0.0537181,0.855863,1.56203,-0.142898,-0.0502344,-0.577503,-0.182379,2.03064,0.517688,-0.199952,-0.309192,0.0812313,10,
591,0.0302745,0.0693761,0.883811,1.56572,-0.14429,-0.0525515,-0.576615,-0.071569,2.04405,0.405399,-0.150396,-0.269597,0.141814,10,
592,0.0314195,0.0894702,0.911346,1.56851,-0.145308,-0.0545409,-0.575141,0.0484335,2.05655,0.293741,-0.10739,-0.227189,0.22766,10,
593,0.0323639,0.114202,0.936746,1.57043,-0.146013,-0.0561821,-0.572857,0.177858,2.06829,0.184766,-0.0724334,-0.182522,0.344211,10,
594,0.0330991,0.143376,0.958292,1.57149,-0.146474,-0.0574597,-0.569496,0.316921,2.07954,0.0812347,-0.0469855,-0.136321,0.496643,10,
595,0.0336201,0.176153,0.974824,1.57175,-0.146772,-0.0583652,-0.564754,0.465809,2.09075,-0.0133387,-0.032169,-0.0895478,0.689079,10,
596,0.0339271,0.210774,0.98615,1.57131,-0.146995,-0.0588987,-0.558302,0.624667,2.10263,-0.094748,-0.0283377,-0.0434679,0.923408,10,
597,0.0340267,0.23298,0.993309,1.57029,-0.147229,-0.0590718,-0.549811,0.793589,2.1092,-0.141006,-0.0297197,0.00313842,1.21535,10,
598,0.033818,-0.0190511,0.998389,1.57021,-0.146789,-0.0587092,-0.537588,0.905722,2.01564,0.0874465,0.156555,0.0793103,1.80717,8.36894,
599,0.0332747,-0.119854,0.999015,1.5712,-0.145154,-0.0577649,-0.522627,0.943417,1.95732,0.14269,0.249539,0.153738,1.91622,1.80151,
600,0.0323963,-0.123219,0.999083,1.57227,-0.143064,-0.0562383,-0.507672,0.943578,1.91829,0.114464,0.268266,0.22649,1.81305,-1.34453,
601,0.0312011,-0.0884758,0.999045,1.57293,-0.140934,-0.0541615,-0.493746,0.926859,1.89477,0.0480166,0.261178,0.291939,1.66351,-2.61179,
602,0.0297268,-0.0471187,0.999026,1.573,-0.138859,-0.0516,-0.480927,0.904373,1.88343,-0.0350314,0.256049,0.347998,1.53883,-2.89737,
603,0.0280154,-0.012155,0.999069,1.57236,-0.13678,-0.0486268,-0.46893,0.88174,1.88083,-0.124357,0.262999,0.395035,1.45931,-2.71089,
604,0.026105,0.0133863,0.999164,1.57101,-0.134597,-0.0453086,-0.4574,0.861499,1.88385,-0.215126,0.282659,0.434385,1.42264,-2.33261,
605,0.0240278,0.0306886,0.999285,1.56892,-0.132218,-0.0417012,-0.446032,0.844532,1.89012,-0.305217,0.312084,0.467425,1.41949,-1.90924,
606,0.0218102,0.04206,0.99941,1.56613,-0.129578,-0.0378506,-0.434593,0.830879,1.89802,-0.393846,0.347801,0.495211,1.44039,-1.51161,
607,0.0194749,0.049653,0.999523,1.56263,-0.12664,-0.0337961,-0.42292,0.820198,1.90656,-0.480875,0.386957,0.518414,1.47802,-1.16874,
608,0.0170421,0.055094,0.99962,1.55844,-0.123382,-0.029573,-0.410899,0.812013,1.91521,-0.566453,0.427563,0.537397,1.52748,-0.887717,
609,0.0145308,0.0594819,0.999701,1.55357,-0.119798,-0.0252142,-0.398446,0.805839,1.92373,-0.650837,0.468371,0.552309,1.58575,-0.665019,
610,0.0119599,0.0634997,0.999766,1.54803,-0.11589,-0.0207524,-0.385499,0.801238,1.93206,-0.734306,0.508685,0.563173,1.65121,-0.492718,
611,0.00934812,0.0675376,0.999818,1.54182,-0.111663,-0.0162201,-0.372002,0.797845,1.94022,-0.81712,0.548172,0.569947,1.72312,-0.36178,
612,0.00671445,0.0717935,0.999859,1.53495,-0.107123,-0.0116501,-0.357905,0.795362,1.94831,-0.89951,0.586726,0.572573,1.80128,-0.263653,
613,0.00407822,0.0763461,0.999892,1.52743,-0.102279,-0.00707593,-0.343157,0.793559,1.9564,-0.981673,0.624377,0.570997,1.88575,-0.190929,
614,0.00145892,0.0812041,0.999918,1.51925,-0.0971367,-0.00253129,-0.327707,0.792256,1.96459,-1.06378,0.661225,0.565192,1.97674,-0.13752,
615,-0.000937169,0.194608,0.999915,1.51041,-0.0919636,0.00162603,-0.311477,0.79132,1.96517,-1.14757,0.558708,0.383293,2.0875,-0.0985587,
616,-0.00206198,0.294332,0.999928,1.50091,-0.0879463,0.00357762,-0.293691,0.79065,1.97546,-1.22725,0.467266,0.13156,2.35669,-0.0705109,
617,-0.00233855,0.274902,0.999964,1.49079,-0.0839865,0.00405748,-0.273257,0.79017,2.00267,-1.30342,0.534969,0.00377941,2.75051,-0.050429,
618,-0.00220342,0.223043,0.999984,1.48004,-0.0792862,0.00382303,-0.249808,0.789828,2.03062,-1.3826,0.646799,-0.0539535,3.11077,-0.0359299,
619,-0.00189056,0.176426,0.999993,1.46865,-0.073695,0.0032802,-0.223778,0.789585,2.05385,-1.46626,0.751674,-0.0807485,3.39637,-0.0254584,
620,-0.00147281,0.147971,0.999997,1.45657,-0.067354,0.00255538,-0.195726,0.789413,2.07193,-1.55385,0.83348,-0.100406,3.61635,-0.0179343,
621,-0.000973751,0.131459,0.999998,1.44378,-0.0604173,0.0016895,-0.166077,0.789292,2.08685,-1.64431,0.900587,-0.116029,3.79578,-0.0125756,
622,-0.000409045,0.122127,0.999999,1.43025,-0.0529781,0.000709709,-0.135088,0.789208,2.09993,-1.73703,0.959099,-0.12889,3.95108,-0.00878787,
623,0.000210299,0.117082,1,1.41598,-0.0450904,-0.000364877,-0.102915,0.789149,2.11199,-1.83166,1.01267,-0.139735,4.09207,-0.00612722,
624,0.000875984,0.114609,1,1.40094,-0.0367852,-0.00151987,-0.0696472,0.789108,2.1235,-1.92806,1.06347,-0.148996,4.22456,-0.0042679,
625,0.00158127,0.113711,1,1.38513,-0.0280795,-0.00274357,-0.03534,0.789079,2.13475,-2.02615,1.11276,-0.156918,4.35199,-0.00297416,
626,0.00232031,0.113813,1,1.36852,-0.0189826,-0.00402584,-2.51692e-05,0.789059,2.14591,-2.12592,1.16127,-0.163644,4.47642,-0.00207725,
627,0.00255674,0.720912,0.999998,1.35123,-0.0137778,-0.00443606,0.0248237,0.789062,1.93387,-2.19339,0.188623,0.050386,1.86626,0.00203986,
628,0.00202434,0.875964,0.999963,1.33342,-0.0146137,-0.00351232,0.0334506,0.789081,1.81851,-2.26001,-0.338086,0.167555,0.449977,0.00220427,
629,0.00110563,0.921049,0.999717,1.31505,-0.0184573,-0.00191832,0.0339867,0.789094,1.76327,-2.33346,-0.589907,0.223754,-0.227763,0.00112776,
630,0.00034011,0.78346,0.998162,1.29687,-0.0222434,-0.000590105,0.0308006,0.788559,2.03308,-2.04785,-0.0716473,-0.00411569,-0.531949,-0.210923,
631,0.00111962,0.249402,0.992613,1.28267,-0.0198159,-0.00194258,0.0260753,0.78683,2.39605,-1.51395,0.615473,-0.310538,-0.619062,-0.167262,
632,0.0029632,-0.189656,0.97584,1.27241,-0.0136461,-0.00514128,0.0201706,0.785918,2.60606,-1.06548,0.902818,-0.478076,-0.821015,-0.0666495,
633,0.00530391,-0.30406,0.874596,1.26538,-0.00666068,-0.00920262,0.0111347,0.78572,2.6953,-0.706437,0.831925,-0.531124,-1.41602,0.0121958,
634,0.00777166,-0.295343,0.468255,1.26087,-0.000718067,-0.0134845,-0.00278512,0.785974,2.73458,-0.43525,0.648747,-0.535703,-2.0494,0.0450535,
635,0.0102093,-0.239943,-0.229547,1.25819,0.00370161,-0.0177145,-0.0214051,0.786244,2.75272,-0.248445,0.454932,-0.519591,-2.59587,0.0242478,
636,0.0125195,-0.157453,-0.644695,1.25666,0.00664399,-0.0217235,-0.0436574,0.784308,2.74316,-0.146902,0.281177,-0.481088,-2.95971,-0.491068,
637,0.0146134,-0.0679137,-0.78455,1.25562,0.0083671,-0.0253575,-0.0679741,0.776399,2.71072,-0.125277,0.151061,-0.425913,-3.11215,-1.46948,
638,0.0164477,-0.00146061,-0.822608,1.25449,0.00930971,-0.0285413,-0.092829,0.760206,2.67546,-0.165301,0.0897421,-0.370398,-3.10069,-2.57199,
639,0.0180495,0.0215655,-0.829249,1.25293,0.0100358,-0.0313217,-0.11726,0.73502,2.65362,-0.225627,0.096045,-0.326128,-3.01088,-3.72637,
640,0.019466,0.0174997,-0.829387,1.25086,0.0109669,-0.0337806,-0.140933,0.700516,2.64264,-0.292005,0.140042,-0.289657,-2.9105,-4.9005,
641,0.0207153,0.0113846,-0.828341,1.24826,0.0122778,-0.0359495,-0.163863,0.656622,2.63314,-0.358722,0.186358,-0.252401,-2.8216,-6.07161,
642,0.0217845,0.0117298,-0.824518,1.24513,0.0139189,-0.0378059,-0.186109,0.603399,2.62181,-0.422613,0.22237,-0.211485,-2.73963,-7.23284,
643,0.0226586,0.017353,-0.815528,1.2415,0.0158149,-0.0393236,-0.20769,0.540939,2.60916,-0.48404,0.249891,-0.167694,-2.65535,-8.38081,
644,0.023326,0.0275401,-0.798685,1.23739,0.0179032,-0.0404825,-0.228559,0.469376,2.5956,-0.543621,0.270273,-0.121729,-2.56133,-9.50874,
645,0.0237782,0.041713,-0.770307,1.23281,0.0201317,-0.0412678,-0.248612,0.388913,2.58151,-0.602285,0.284862,-0.0743022,-2.45135,-10,
646,0.0240105,0.0591962,-0.724939,1.22775,0.0224603,-0.0416711,-0.267701,0.299858,2.56734,-0.661312,0.295318,-0.0261918,-2.3203,-10,
647,0.0240216,0.0790379,-0.654658,1.22222,0.0248641,-0.0416904,-0.285642,0.202678,2.55363,-0.722358,0.303847,0.0216934,-2.16454,-10,
648,0.0236565,-0.382283,0.00563377,1.21854,0.0279498,-0.0410565,-0.300477,0.105457,2.4276,-0.0597651,0.510509,0.149659,-1.45201,-10,
649,0.0226073,-0.616335,0.104742,1.22068,0.0321162,-0.0392345,-0.312073,0.0251022,2.28564,0.566464,0.528097,0.299807,-1.47735,-8.95027,
650,0.0208756,-0.676072,-0.255419,1.22711,0.0357883,-0.0362279,-0.325791,-0.0386587,2.15309,1.01517,0.382982,0.448239,-1.97302,-7.07673,
651,0.0184584,-0.660562,-0.638428,1.2367,0.0378972,-0.0320315,-0.344017,-0.0910549,2.01814,1.36197,0.135695,0.599173,-2.59608,-6.08595,
652,0.0153437,-0.588998,-0.84478,1.24877,0.037752,-0.026625,-0.367188,-0.138783,1.87718,1.64015,-0.180842,0.752028,-3.20324,-5.89046,
653,0.0115419,-0.464463,-0.927476,1.2628,0.0349591,-0.020027,-0.394861,-0.186966,1.73725,1.85453,-0.525783,0.897746,-3.71816,-6.18779,
654,0.00710779,-0.299129,-0.956509,1.2783,0.0294565,-0.0123326,-0.426023,-0.238715,1.60687,2.0077,-0.857316,1.02647,-4.07321,-6.77386,
655,0.00213621,-0.121581,-0.962402,1.29479,0.0214834,-0.00370641,-0.459174,-0.29593,1.4925,2.10557,-1.1422,1.13088,-4.21421,-7.54913,
656,-0.00263311,0.339273,-0.979059,1.31186,0.0105852,0.00456857,-0.492424,-0.359867,1.37061,2.15202,-1.75833,0.732048,-4.07688,-8.44348,
657,-0.00473498,0.588442,-0.968912,1.3292,-0.00527031,0.00821546,-0.52211,-0.431587,1.31145,2.17804,-2.1616,0.233719,-3.35228,-9.49958,
658,-0.00516388,0.611469,-0.871293,1.34669,-0.0227873,0.00895965,-0.544917,-0.512133,1.30598,2.19004,-2.19222,-0.0168944,-2.35482,-10,
659,-0.00479091,0.560518,-0.433394,1.3642,-0.0398985,0.00831251,-0.559815,-0.601529,1.32009,2.18617,-2.0699,-0.128036,-1.37474,-10,
660,-0.00407337,0.453258,0.309393,1.38152,-0.0555638,0.00706752,-0.567521,-0.697262,1.36366,2.14475,-1.84181,-0.182676,-0.55636,-10,
661,-0.00308469,0.317528,0.683643,1.39837,-0.0693276,0.00535209,-0.569593,-0.7931,1.43906,2.06393,-1.57325,-0.257158,0.0023259,-10,
662,-0.00153138,0.082607,0.67663,1.41422,-0.0801015,0.002657,-0.569371,-0.853321,1.61016,1.91087,-1.1558,-0.401927,0.098223,-4.42484,
663,0.000476485,0.0122881,0.630795,1.42901,-0.0886049,-0.000826721,-0.568875,-0.872707,1.68681,1.79264,-0.984517,-0.463121,0.0439811,-0.834224,
664,0.00266988,0.0114769,0.600129,1.44294,-0.0961667,-0.00463236,-0.568809,-0.871661,1.72002,1.69331,-0.914056,-0.484939,-0.0170294,0.866347,
665,0.00492186,0.0265778,0.600182,1.45613,-0.1033,-0.00853972,-0.56905,-0.86107,1.73837,1.60345,-0.870011,-0.491589,-0.0422345,1.76213,
666,0.00719918,0.0332969,0.614313,1.4686,-0.110046,-0.0124912,-0.569404,-0.843502,1.75816,1.51492,-0.816648,-0.496212,-0.0460574,2.62877,
667,0.00949167,0.0346643,0.634428,1.48037,-0.11634,-0.0164692,-0.569753,-0.818946,1.77896,1.42619,-0.756958,-0.498199,-0.0410118,3.50893,
668,0.0117855,0.0331974,0.656188,1.49142,-0.122142,-0.0204498,-0.570054,-0.78726,1.80013,1.33634,-0.693625,-0.496852,-0.0340468,4.41147,
669,0.0140643,0.03054,0.677634,1.50174,-0.127429,-0.0244045,-0.570306,-0.748254,1.82121,1.24473,-0.628374,-0.491704,-0.0284739,5.33863,
670,0.0163097,0.0277914,0.69821,1.51133,-0.132191,-0.0283018,-0.570523,-0.701736,1.84187,1.1509,-0.562333,-0.482465,-0.0252869,6.28959,
671,0.0185026,0.0257199,0.718113,1.52015,-0.136423,-0.0321083,-0.570723,-0.647522,1.86189,1.05452,-0.49628,-0.468974,-0.0239819,7.2626,
672,0.0206232,0.0249056,0.737916,1.52819,-0.140129,-0.0357897,-0.570914,-0.58544,1.88111,0.955366,-0.430813,-0.451176,-0.0230503,8.25617,
673,0.0226518,0.0258331,0.75833,1.53543,-0.143315,-0.0393119,-0.57109,-0.515331,1.89942,0.853345,-0.366475,-0.429099,-0.0202587,9.26957,
